# el_label, x, y, sXX, sYY, sZZ, sXY
1.000000000000000000e+00 6.030066680908203125e+01 -1.677532386779785156e+01 8.998646140098571777e-01 -2.132593870162963867e+00 -3.698188066482543945e-01 -4.516261816024780273e-01
2.000000000000000000e+00 6.014121246337890625e+01 -1.689444923400878906e+01 2.241210699081420898e+00 1.117803454399108887e+00 1.007704257965087891e+00 1.377927184104919434e+00
3.000000000000000000e+00 5.998175430297851562e+01 -1.701357650756835938e+01 2.352826118469238281e+00 7.356895208358764648e-01 9.265546798706054688e-01 1.379558086395263672e+00
4.000000000000000000e+00 5.982229995727539062e+01 -1.713270187377929688e+01 2.299636363983154297e+00 8.681235313415527344e-01 9.503279328346252441e-01 1.462752938270568848e+00
5.000000000000000000e+00 6.034003448486328125e+01 -1.681847190856933594e+01 4.796238899230957031e+00 4.422220885753631592e-01 1.571538329124450684e+00 3.479963779449462891e+00
6.000000000000000000e+00 6.020682525634765625e+01 -1.696636390686035156e+01 3.353003978729248047e+00 1.194243550300598145e+00 1.364174246788024902e+00 2.029214143753051758e+00
7.000000000000000000e+00 6.007361221313476562e+01 -1.711425590515136719e+01 3.048268556594848633e+00 1.792097687721252441e+00 1.452109813690185547e+00 2.315066337585449219e+00
8.000000000000000000e+00 5.994040298461914062e+01 -1.726214981079101562e+01 2.775972843170166016e+00 1.490132808685302734e+00 1.279831647872924805e+00 2.024536609649658203e+00
9.000000000000000000e+00 6.038705062866210938e+01 -1.685313034057617188e+01 4.880268573760986328e+00 5.014413356781005859e+00 2.968404531478881836e+00 5.076921939849853516e+00
1.000000000000000000e+01 6.028518295288085938e+01 -1.702412796020507812e+01 3.924290895462036133e+00 3.047378778457641602e+00 2.091500759124755859e+00 3.764137744903564453e+00
1.100000000000000000e+01 6.018331527709960938e+01 -1.719512557983398438e+01 3.299923896789550781e+00 2.949819564819335938e+00 1.874922990798950195e+00 2.823441028594970703e+00
1.200000000000000000e+01 6.008144760131835938e+01 -1.736612510681152344e+01 2.746326446533203125e+00 2.805344820022583008e+00 1.665501356124877930e+00 2.774925470352172852e+00
1.300000000000000000e+01 6.043991470336914062e+01 -1.687796974182128906e+01 4.232716560363769531e+00 9.035080909729003906e+00 3.980339288711547852e+00 5.587885856628417969e+00
1.400000000000000000e+01 6.037328720092773438e+01 -1.706552886962890625e+01 3.508594989776611328e+00 6.037026882171630859e+00 2.863686561584472656e+00 4.037138938903808594e+00
1.500000000000000000e+01 6.030666351318359375e+01 -1.725308799743652344e+01 2.995080232620239258e+00 4.741076469421386719e+00 2.320847034454345703e+00 3.502363920211791992e+00
1.600000000000000000e+01 6.024003982543945312e+01 -1.744064712524414062e+01 2.585293769836425781e+00 4.272706508636474609e+00 2.057400226593017578e+00 2.934669256210327148e+00
1.700000000000000000e+01 6.049660110473632812e+01 -1.689204406738281250e+01 3.538074731826782227e+00 1.298325443267822266e+01 4.956398963928222656e+00 4.390938282012939453e+00
1.800000000000000000e+01 6.046776962280273438e+01 -1.708898544311523438e+01 2.860632419586181641e+00 8.666224479675292969e+00 3.458056926727294922e+00 3.732914686203002930e+00
1.900000000000000000e+01 6.043893432617187500e+01 -1.728592681884765625e+01 2.601181268692016602e+00 6.912092208862304688e+00 2.853981971740722656e+00 3.021689176559448242e+00
2.000000000000000000e+01 6.041010284423828125e+01 -1.748286819458007812e+01 2.109004259109497070e+00 5.741801261901855469e+00 2.355241775512695312e+00 2.848286628723144531e+00
2.100000000000000000e+01 6.055494308471679688e+01 -1.689480972290039062e+01 3.096997261047363281e+00 1.580185413360595703e+01 5.669655323028564453e+00 2.483607769012451172e+00
2.200000000000000000e+01 6.056500625610351562e+01 -1.709359741210937500e+01 2.785278558731079102e+00 1.090389537811279297e+01 4.106752395629882812e+00 2.244982481002807617e+00
2.300000000000000000e+01 6.057506942749023438e+01 -1.729238319396972656e+01 2.179799556732177734e+00 8.617121696472167969e+00 3.239076375961303711e+00 2.266708135604858398e+00
2.400000000000000000e+01 6.058513259887695312e+01 -1.749117088317871094e+01 1.928406119346618652e+00 7.312300205230712891e+00 2.772211790084838867e+00 1.819565653800964355e+00
2.500000000000000000e+01 6.061270904541015625e+01 -1.688616561889648438e+01 3.891466140747070312e+00 1.740718269348144531e+01 6.389594554901123047e+00 -2.501181364059448242e-01
2.600000000000000000e+01 6.066128158569335938e+01 -1.707918930053710938e+01 2.988480091094970703e+00 1.230431461334228516e+01 4.587838172912597656e+00 5.634388923645019531e-01
