# el_label, x, y, sXX, sYY, sZZ, sXY
1.000000000000000000e+00 9.702937126159667969e+00 -2.983934059739112854e-02 8.524220466613769531e+00 -2.492142915725708008e+00 1.809623241424560547e+00 -1.453804492950439453e+00
2.000000000000000000e+00 9.504896163940429688e+00 -4.973223432898521423e-02 9.268297195434570312e+00 1.184197902679443359e+00 3.135748624801635742e+00 1.431477546691894531e+00
3.000000000000000000e+00 9.306854248046875000e+00 -6.962513178586959839e-02 6.602667331695556641e+00 -4.903730750083923340e-01 1.833688259124755859e+00 5.129876136779785156e-01
4.000000000000000000e+00 9.108813285827636719e+00 -8.951802551746368408e-02 5.371441841125488281e+00 3.303137719631195068e-01 1.710526704788208008e+00 6.475405097007751465e-01
5.000000000000000000e+00 9.714455604553222656e+00 -8.718428760766983032e-02 2.086516952514648438e+01 -1.753854632377624512e+00 5.733394622802734375e+00 3.764261722564697266e+00
6.000000000000000000e+00 9.524093627929687500e+00 -1.453071534633636475e-01 1.193364810943603516e+01 6.886138319969177246e-01 3.786678791046142578e+00 2.678997516632080078e+00
7.000000000000000000e+00 9.333730697631835938e+00 -2.034300118684768677e-01 1.045170116424560547e+01 1.173314094543457031e+00 3.487504720687866211e+00 3.102197885513305664e+00
8.000000000000000000e+00 9.143367767333984375e+00 -2.615528702735900879e-01 8.335351943969726562e+00 2.422530204057693481e-01 2.573281526565551758e+00 2.312093257904052734e+00
9.000000000000000000e+00 9.736933708190917969e+00 -1.411830335855484009e-01 2.396154212951660156e+01 3.108728170394897461e+00 8.121081352233886719e+00 1.067560577392578125e+01
1.000000000000000000e+01 9.561555862426757812e+00 -2.353050708770751953e-01 1.627099800109863281e+01 2.365346908569335938e+00 5.590903282165527344e+00 6.489501953125000000e+00
1.100000000000000000e+01 9.386178970336914062e+00 -3.294270932674407959e-01 1.216556835174560547e+01 2.406932592391967773e+00 4.371750354766845703e+00 5.380795478820800781e+00
1.200000000000000000e+01 9.210802078247070312e+00 -4.235491156578063965e-01 1.051951885223388672e+01 2.347308397293090820e+00 3.860048294067382812e+00 5.013976097106933594e+00
1.300000000000000000e+01 9.769508361816406250e+00 -1.897630989551544189e-01 2.408606338500976562e+01 1.016421794891357422e+01 1.027508449554443359e+01 1.557124423980712891e+01
1.400000000000000000e+01 9.615847587585449219e+00 -3.162718117237091064e-01 1.677146339416503906e+01 6.371625900268554688e+00 6.942926883697509766e+00 1.038643550872802734e+01
1.500000000000000000e+01 9.462185859680175781e+00 -4.427805542945861816e-01 1.353512668609619141e+01 5.390296936035156250e+00 5.677627086639404297e+00 8.376869201660156250e+00
1.600000000000000000e+01 9.308525085449218750e+00 -5.692892670631408691e-01 1.109542846679687500e+01 4.604818344116210938e+00 4.710073947906494141e+00 7.309298038482666016e+00
1.700000000000000000e+01 9.810929298400878906e+00 -2.310599088668823242e-01 2.118170738220214844e+01 1.816021919250488281e+01 1.180257797241210938e+01 1.826507568359375000e+01
1.800000000000000000e+01 9.684882164001464844e+00 -3.850998580455780029e-01 1.603505325317382812e+01 1.196785354614257812e+01 8.400872230529785156e+00 1.297745800018310547e+01
1.900000000000000000e+01 9.558835029602050781e+00 -5.391398072242736816e-01 1.271601772308349609e+01 9.461543083190917969e+00 6.653268337249755859e+00 1.061063003540039062e+01
2.000000000000000000e+01 9.432787895202636719e+00 -6.931797266006469727e-01 1.080192279815673828e+01 8.284978866577148438e+00 5.726070404052734375e+00 9.272121429443359375e+00
2.100000000000000000e+01 9.859606742858886719e+00 -2.634885013103485107e-01 1.796521949768066406e+01 2.625496482849121094e+01 1.326605510711669922e+01 1.827635574340820312e+01
2.200000000000000000e+01 9.766011238098144531e+00 -4.391474723815917969e-01 1.374792480468750000e+01 1.783517837524414062e+01 9.474930763244628906e+00 1.384748935699462891e+01
