# el_label, x, y, phi_sI (deg), sI (MPa)
1.000000000000000000e+00 7.117069244384765625e+01 -1.423212051391601562e+01 -6.755444510537179781e+01 8.732605086682667121e-05
2.000000000000000000e+00 7.043277740478515625e+01 -1.433362007141113281e+01 -7.443852299320337806e+01 4.606673862379308520e-05
3.000000000000000000e+00 7.054098510742187500e+01 -1.506571197509765625e+01 -5.019439162719055503e+01 1.058159838425175618e-04
4.000000000000000000e+00 7.272506713867187500e+01 -1.476655960083007812e+01 -7.897238307677162084e+01 9.542051214842804153e-05
5.000000000000000000e+00 7.199694824218750000e+01 -1.486537361145019531e+01 -6.521654979309575140e+01 1.224923122985474067e-04
6.000000000000000000e+00 7.264630126953125000e+01 -1.403044509887695312e+01 -7.894538775438033440e+01 1.202995503066715778e-04
7.000000000000000000e+00 7.126908111572265625e+01 -1.496555328369140625e+01 -6.732196467376502369e+01 7.399976295510646231e-05
8.000000000000000000e+00 7.190837097167968750e+01 -1.413059997558593750e+01 -7.910204221114430823e+01 9.663545281353155619e-05
9.000000000000000000e+00 7.413023376464843750e+01 -1.390827560424804688e+01 -8.816448118361378761e+01 1.285375910857578874e-04
1.000000000000000000e+01 7.418925476074218750e+01 -1.464601135253906250e+01 -8.970262472549525512e+01 9.525193310556145953e-05
1.100000000000000000e+01 7.345582580566406250e+01 -1.469340133666992188e+01 -8.231993966774003013e+01 1.296393226855174362e-04
1.200000000000000000e+01 7.487351226806640625e+01 -1.386064338684082031e+01 -8.931285362523286153e+01 1.075318806805679523e-04
1.300000000000000000e+01 7.492264556884765625e+01 -1.459901237487792969e+01 8.078389199429938117e+01 1.212438856034447085e-04
1.400000000000000000e+01 7.565595245361328125e+01 -1.455239677429199219e+01 7.892833171070843434e+01 7.901031045086810136e-05
1.500000000000000000e+01 7.561669921875000000e+01 -1.381339359283447266e+01 8.388305634228525776e+01 9.943183597684122216e-05
1.600000000000000000e+01 7.338691711425781250e+01 -1.395629978179931641e+01 -8.465042574298880140e+01 1.163164351601625858e-04
1.700000000000000000e+01 7.638958740234375000e+01 -1.377656173706054688e+01 8.518276437808759738e+01 6.368780454556987041e-05
1.800000000000000000e+01 7.719170379638671875e+01 -1.374955749511718750e+01 7.118903287677392200e+01 5.223574272652735221e-05
1.900000000000000000e+01 7.960242462158203125e+01 -1.442159938812255859e+01 7.303792302518891688e+01 2.275653509240204542e-05
2.000000000000000000e+01 7.879685211181640625e+01 -1.369768714904785156e+01 6.074659485927149660e+01 1.451485833511519975e-05
2.100000000000000000e+01 7.880713653564453125e+01 -1.444469833374023438e+01 3.032454464499406299e+01 1.044729296948967157e-05
2.200000000000000000e+01 7.801129913330078125e+01 -1.446828174591064453e+01 5.712349294217379025e+01 6.687417716559292992e-05
2.300000000000000000e+01 7.959899902343750000e+01 -1.367239379882812500e+01 5.104006698540899833e+00 -2.600407348116640346e-07
2.400000000000000000e+01 7.799414825439453125e+01 -1.372346687316894531e+01 7.493521609778949255e+01 1.544263873575033881e-05
2.500000000000000000e+01 7.642045593261718750e+01 -1.451698207855224609e+01 6.729136869327183490e+01 1.019951608739316773e-04
2.600000000000000000e+01 7.721571350097656250e+01 -1.449217700958251953e+01 6.595271168819185448e+01 4.531518101734892623e-05
2.700000000000000000e+01 7.714254760742187500e+01 -1.223622417449951172e+01 -5.942692091951033717e+01 1.771762026527708492e-02
2.800000000000000000e+01 7.797621154785156250e+01 -1.295833301544189453e+01 -6.938685025386639893e+01 8.815927879142426704e-03
2.900000000000000000e+01 7.959193420410156250e+01 -1.217013359069824219e+01 -3.222687035139043132e+01 3.546859097321523532e-03
3.000000000000000000e+01 7.877569580078125000e+01 -1.219138813018798828e+01 -4.571451961412884657e+01 8.428035003038248860e-03
3.100000000000000000e+01 7.635707092285156250e+01 -1.300015926361083984e+01 -7.899153378764151512e+01 2.358680305502560554e-02
3.200000000000000000e+01 7.878598785400390625e+01 -1.293839931488037109e+01 -5.959100832675841275e+01 3.780419391244339584e-03
3.300000000000000000e+01 7.959536743164062500e+01 -1.291919994354248047e+01 -4.612332821489096091e+01 9.278943551903695922e-04
3.400000000000000000e+01 7.632619476318359375e+01 -1.225973415374755859e+01 -6.394123160406849138e+01 2.169666535965547594e-02
3.500000000000000000e+01 7.795905303955078125e+01 -1.221351718902587891e+01 -5.403279855968068546e+01 1.317618778581852723e-02
3.600000000000000000e+01 7.716655731201171875e+01 -1.297884464263916016e+01 -7.549087155042288089e+01 1.562542810587816411e-02
3.700000000000000000e+01 7.406774902343750000e+01 -1.312981986999511719e+01 -8.376953897036675301e+01 4.021603811079810936e-02
3.800000000000000000e+01 7.400872802734375000e+01 -1.239208412170410156e+01 -7.810758513261659175e+01 2.940946001536966573e-02
3.900000000000000000e+01 7.557528686523437500e+01 -1.303425216674804688e+01 -8.079182799167318763e+01 3.075492023873400288e-02
4.000000000000000000e+01 7.331423187255859375e+01 -1.317915630340576172e+01 -8.460805038757047214e+01 4.317776627810944456e-02
4.100000000000000000e+01 7.482145690917968750e+01 -1.308151912689208984e+01 -8.238388716291669311e+01 3.606997543519474547e-02
4.200000000000000000e+01 7.553604125976562500e+01 -1.229524612426757812e+01 -6.901246577318164555e+01 2.482543217855443657e-02
4.300000000000000000e+01 7.324532318115234375e+01 -1.244205474853515625e+01 -8.268487054443977513e+01 2.954008308418714854e-02
4.400000000000000000e+01 7.477232360839843750e+01 -1.234315013885498047e+01 -7.378071876038795551e+01 2.755762724407329750e-02
4.500000000000000000e+01 7.096827697753906250e+01 -1.272444248199462891e+01 8.024573758679905211e+01 2.705442953578471657e-02
4.600000000000000000e+01 7.106666564941406250e+01 -1.345787525177001953e+01 -8.878520114393560902e+01 3.144159395867501816e-02
4.700000000000000000e+01 7.031845092773437500e+01 -1.356116008758544922e+01 8.776878036521209481e+01 2.370596879760050735e-02
4.800000000000000000e+01 7.181496429443359375e+01 -1.335562419891357422e+01 -8.615401855766702965e+01 3.766909769400203500e-02
4.900000000000000000e+01 7.172639465332031250e+01 -1.262085151672363281e+01 8.568061152242862022e+01 2.903005377215892718e-02
5.000000000000000000e+01 7.256328582763671875e+01 -1.325442695617675781e+01 -8.485867778202390355e+01 4.236933447805628361e-02
5.100000000000000000e+01 7.248452758789062500e+01 -1.251831245422363281e+01 -8.914898125290814335e+01 2.941902405568466369e-02
5.200000000000000000e+01 7.021024322509765625e+01 -1.282906818389892578e+01 7.329999625046215783e+01 2.423892635537552853e-02
5.300000000000000000e+01 6.788661956787109375e+01 -1.320209407806396484e+01 3.389134983114534805e+01 7.059554298900011515e-03
5.400000000000000000e+01 6.878565216064453125e+01 -1.352828216552734375e+01 6.458427284686214875e+01 9.388368443867034507e-03
5.500000000000000000e+01 6.828938293457031250e+01 -1.306586265563964844e+01 4.646711289391689093e+01 1.241425602180580914e-02
