# el_label, x, y, sXX, sYY, sZZ, sXY
1.000000000000000000e+00 6.113276481628417969e+00 1.448785543441772461e+00 4.320707798004150391e+00 7.037271499633789062e+00 3.407393693923950195e+00 2.888874769210815430e+00
2.000000000000000000e+00 5.204861640930175781e+00 1.292151331901550293e+00 2.493567466735839844e+00 -1.370820283889770508e+00 3.368241786956787109e-01 2.150099515914916992e+00
3.000000000000000000e+00 5.670957565307617188e+00 1.029553532600402832e+00 -1.590416312217712402e+00 3.804146289825439453e+00 6.641190648078918457e-01 3.345949649810791016e+00
4.000000000000000000e+00 5.925440311431884766e+00 1.285175561904907227e+00 4.762053489685058594e+00 6.694085597991943359e+00 3.436841726303100586e+00 2.717462539672851562e+00
5.000000000000000000e+00 6.458719730377197266e+00 1.342818856239318848e+00 -5.055460929870605469e+00 3.700345516204833984e+00 -4.065346717834472656e-01 -3.222767353057861328e+00
6.000000000000000000e+00 7.043815612792968750e+00 1.446686148643493652e+00 5.499691963195800781e-01 -5.814677476882934570e-01 -9.449559263885021210e-03 -5.803655624389648438e+00
7.000000000000000000e+00 6.770737171173095703e+00 1.230419754981994629e+00 -9.220667481422424316e-01 1.001134037971496582e+00 2.372018620371818542e-02 -3.348608493804931641e+00
8.000000000000000000e+00 5.487413406372070312e+00 1.331071376800537109e+00 2.759235620498657227e+00 1.136480331420898438e+00 1.168714761734008789e+00 3.816907167434692383e+00
9.000000000000000000e+00 6.224540710449218750e+00 1.021135807037353516e+00 -4.187749385833740234e+00 3.162466287612915039e+00 -3.075849413871765137e-01 -1.109227180480957031e+00
1.000000000000000000e+01 6.194868087768554688e+00 1.896316051483154297e+00 1.438180446624755859e+01 1.115031242370605469e+01 7.659635066986083984e+00 -1.819797754287719727e+00
1.100000000000000000e+01 5.558750152587890625e+00 2.656470537185668945e+00 5.135137081146240234e+00 3.567114353179931641e+00 2.610675334930419922e+00 -2.539176464080810547e+00
1.200000000000000000e+01 5.644047260284423828e+00 1.861826300621032715e+00 8.305865287780761719e+00 2.572795629501342773e+00 3.263598442077636719e+00 7.567800283432006836e-01
1.300000000000000000e+01 6.664355278015136719e+00 2.298081636428833008e+00 8.938362121582031250e+00 3.540303230285644531e+00 3.743599414825439453e+00 1.328193187713623047e+00
1.400000000000000000e+01 6.154476165771484375e+00 2.742687463760375977e+00 3.017428874969482422e+00 5.301922321319580078e+00 2.495805263519287109e+00 -2.163118600845336914e+00
1.500000000000000000e+01 9.636538505554199219e+00 2.779568672180175781e+00 1.803459167480468750e+00 -9.056343436241149902e-01 2.693474590778350830e-01 -4.659329950809478760e-01
1.600000000000000000e+01 1.195651912689208984e+01 1.626765012741088867e+00 -2.052727043628692627e-01 -7.145220786333084106e-02 -8.301747590303421021e-02 -4.589237868785858154e-01
1.700000000000000000e+01 1.373262310028076172e+01 2.722576618194580078e+00 8.739348053932189941e-01 -3.873402178287506104e-01 1.459783911705017090e-01 -4.097832143306732178e-01
