# el_label, x, y, sXX, sYY, sZZ, sXY
1.000000000000000000e+00 1.461748504638671875e+01 7.554884552955627441e-01 -1.625356671866029501e-04 -1.423549256287515163e-04 -9.146717638941481709e-05 2.008738956646993756e-04
2.000000000000000000e+00 1.448787879943847656e+01 1.185999155044555664e+00 -2.706362283788621426e-05 -1.881747739389538765e-04 -6.457151903305202723e-05 -9.694794425740838051e-05
3.000000000000000000e+00 1.350171279907226562e+01 7.846344709396362305e-01 3.508691152092069387e-04 8.557950059184804559e-05 1.309345825575292110e-04 7.003068458288908005e-05
4.000000000000000000e+00 1.364129066467285156e+01 1.205820679664611816e+00 -2.857733343262225389e-04 1.216805685544386506e-04 -4.922783045913092792e-05 1.284456993744242936e-05
5.000000000000000000e+00 1.489912414550781250e+01 1.114999294281005859e+00 3.833850205410271883e-04 1.896247704280540347e-04 1.719029387459158897e-04 -1.502700761193409562e-04
6.000000000000000000e+00 1.336254119873046875e+01 2.749263346195220947e-01 -6.505566125269979239e-05 2.585039510449860245e-06 -1.874118788691703230e-05 -2.545838924561394379e-06
7.000000000000000000e+00 1.405747509002685547e+01 6.954302787780761719e-01 -1.228702167281880975e-04 1.629648613743484020e-05 -3.197211844963021576e-05 -1.226661843247711658e-04
8.000000000000000000e+00 1.475060367584228516e+01 2.344564348459243774e-01 -3.118652966804802418e-05 -6.528087851620512083e-06 -1.131438511947635561e-05 -7.198405455710599199e-06
9.000000000000000000e+00 1.323138999938964844e+01 1.155172109603881836e+00 -8.817335765343159437e-05 -8.756863826420158148e-05 -5.272259659250266850e-05 -5.216194404056295753e-05
1.000000000000000000e+01 1.406383037567138672e+01 1.174657821655273438e+00 1.838612806750461459e-04 -3.998569354735082015e-06 5.395881453296169639e-05 1.625214354135096073e-04
1.100000000000000000e+01 1.405520343780517578e+01 2.013123929500579834e-01 3.115677463938482106e-05 4.399127647047862411e-06 1.066677123162662610e-05 -8.133177288982551545e-06
1.200000000000000000e+01 1.112969017028808594e+01 3.708996772766113281e-01 1.981176137633156031e-05 7.116788037819787860e-05 2.729389234445989132e-05 1.283832625631475821e-05
1.300000000000000000e+01 1.113907623291015625e+01 1.110847473144531250e+00 -7.685659511480480433e-05 -6.126525840954855084e-05 -4.143655314692296088e-05 -3.934200140065513551e-05
1.400000000000000000e+01 1.263169097900390625e+01 3.451149165630340576e-01 4.152394012635340914e-06 2.170727930206339806e-05 7.757902494631707668e-06 2.464067983964923769e-05
1.500000000000000000e+01 1.037880802154541016e+01 3.837110698223114014e-01 -3.138005195069126785e-05 -9.700697410153225064e-05 -3.851610745186917484e-05 -1.710416836431249976e-05
1.600000000000000000e+01 1.188065242767333984e+01 3.580341637134552002e-01 -3.131658741040155292e-05 -5.258559758658520877e-05 -2.517065513529814780e-05 -9.744391718413680792e-06
1.700000000000000000e+01 1.264514160156250000e+01 1.084993243217468262e+00 -3.052581087104044855e-05 -5.814516043756157160e-06 -1.090209843823686242e-05 -5.292049172567203641e-05
1.800000000000000000e+01 1.038616180419921875e+01 1.123693704605102539e+00 7.348508370341733098e-05 8.244389027822762728e-05 4.677869219449348748e-05 4.067397458129562438e-05
1.900000000000000000e+01 1.189207077026367188e+01 1.097947120666503906e+00 7.558711513411253691e-05 2.862758083210792392e-05 3.126440788037143648e-05 3.767060115933418274e-05
2.000000000000000000e+01 9.630892753601074219e+00 3.839012682437896729e-01 1.964465809578541666e-05 1.308667706325650215e-04 4.515342880040407181e-05 2.376570591877680272e-05
2.100000000000000000e+01 8.886102676391601562e+00 3.756816387176513672e-01 -3.487496724119409919e-05 -1.588354207342490554e-04 -5.811311712022870779e-05 -2.975307324959430844e-05
2.200000000000000000e+01 9.662660598754882812e+00 1.123901247978210449e+00 -7.216649100882932544e-05 -1.050845021381974220e-04 -5.317529576132073998e-05 -4.594503116095438600e-05
2.300000000000000000e+01 8.141582489013671875e+00 3.727327585220336914e-01 2.763815973594319075e-05 1.752698299242183566e-04 6.087239671614952385e-05 3.814223600784316659e-05
2.400000000000000000e+01 6.888350009918212891e+00 1.113206148147583008e+00 -6.840426067356020212e-05 -1.424735091859474778e-04 -6.326333095785230398e-05 -2.743209734035190195e-05
